rank,client_hash_id,content_hash_id,action_score,predicted_label,model_confidence,reason_code,action_label,total_impressions,clicks_a,ctr,avg_position,position_volatility,active_gsc_days,volume_tier
102163,client_861cdcccf8049915,content_d92c85be617cc50d,57.54,growing,0.5666666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,330.0,1.0,0.003,15.83,3.54,12,med
102164,client_3ffa76342f366962,content_bc16fdfc70c009fa,57.54,growing,0.7333333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,28.0,1.0,0.0357,5.17,2.92,22,low
102165,client_861cdcccf8049915,content_edc280125fd28fbf,57.53,declining,0.45666666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,396.0,1.0,0.0025,9.7,10.04,44,med
102166,client_861cdcccf8049915,content_5c74776325de0458,57.53,growing,0.56,PREDICTED_GROWTH,PROTECT_AND_MONITOR,358.0,1.0,0.0028,10.68,13.88,45,med
102167,client_ff644d8251367cbb,content_4e0d45fb648bb289,57.53,declining,0.6233333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,36.0,1.0,0.0278,30.73,27.77,20,low
102168,client_73cda7b4e4f265ea,content_4cc7ec710931a656,57.52,worth_review,0.77,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,30.0,1.0,0.0333,33.69,40.53,13,low
102169,client_861cdcccf8049915,content_91aa87a174c58059,57.51,growing,0.56,PREDICTED_GROWTH,PROTECT_AND_MONITOR,357.0,2.0,0.0056,15.04,10.72,35,med
102170,client_861cdcccf8049915,content_afff8a98660e275b,57.51,declining,0.48333333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,281.0,1.0,0.0036,33.72,17.29,25,med
102171,client_cd12bcfd98942aa1,content_ba83eba0c0fee3e3,57.51,declining,0.5133333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,189.0,2.0,0.0106,37.61,22.78,35,med
102172,client_08a6a72ff48e62c0,content_2740ee85b54cce4f,57.51,growing,0.6433333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,117.0,2.0,0.0171,44.49,23.33,47,med
102173,client_08a6a72ff48e62c0,content_d5970ad9c3151183,57.51,growing,0.6933333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,55.0,1.0,0.0182,8.29,4.13,26,med
102174,client_65de48885f4ef01b,content_676524781243883a,57.5,declining,0.4266666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,576.0,2.0,0.0035,6.57,4.6,90,med
102175,client_fef1a8f436438636,content_c7db0fff5a3fecf3,57.5,growing,0.7166666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,37.0,1.0,0.027,4.1,5.51,11,low
102176,client_3ffa76342f366962,content_7d9b7449682f3130,57.5,worth_review,0.8,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,17.0,1.0,0.0588,4.86,5.08,14,low
102177,client_73cda7b4e4f265ea,content_6870d24557e87303,57.49,worth_review,0.65,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,187.0,3.0,0.016,4.86,6.08,74,med
102178,client_cd12bcfd98942aa1,content_035437f98a644a1f,57.49,declining,0.5666666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,89.0,1.0,0.0112,24.83,16.36,19,med
102179,client_861cdcccf8049915,content_7e3d308180c306c5,57.49,declining,0.5666666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,89.0,1.0,0.0112,33.14,20.28,22,med
102180,client_73cda7b4e4f265ea,content_67464b2f0cbc099a,57.49,worth_review,0.7066666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,84.0,1.0,0.0119,11.93,13.21,39,med
102181,client_73cda7b4e4f265ea,content_e3a5bfaef4257305,57.49,worth_review,0.71,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,80.0,1.0,0.0125,14.34,21.4,43,med
102182,client_400c21c81c8b46ef,content_3f5f1f13e0bae00d,57.49,growing,0.6833333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,64.0,1.0,0.0156,18.96,6.49,8,med
102183,client_861cdcccf8049915,content_bb433236999c0a1f,57.48,growing,0.55,PREDICTED_GROWTH,PROTECT_AND_MONITOR,401.0,2.0,0.005,6.67,6.21,43,med
102184,client_08a6a72ff48e62c0,content_5dfe66870f30f1f0,57.48,worth_review,0.6866666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,112.0,1.0,0.0089,6.26,2.94,58,med
102185,client_62f4a7e64f5e0096,content_c6086844dcb51d8b,57.48,worth_review,0.6866666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,112.0,1.0,0.0089,5.84,16.14,48,med
102186,client_62f4a7e64f5e0096,content_6ec767359cd259eb,57.48,worth_review,0.69,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,107.0,1.0,0.0093,4.97,8.41,43,med
102187,client_08a6a72ff48e62c0,content_25feb92e94b64049,57.48,worth_review,0.7166666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,72.0,3.0,0.0417,9.24,8.66,37,med
102188,client_08a6a72ff48e62c0,content_4f6cda070109d06b,57.47,growing,0.6633333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,87.0,2.0,0.023,11.68,5.87,29,med
102189,client_861cdcccf8049915,content_70d4004af783da95,57.47,declining,0.5733333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,80.0,1.0,0.0125,6.87,4.8,24,med
102190,client_ff644d8251367cbb,content_3fef4556fa52bc9f,57.47,declining,0.5766666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,76.0,1.0,0.0132,10.55,17.38,47,med
102191,client_3ffa76342f366962,content_eee5c471cf4ceac8,57.47,growing,0.71,PREDICTED_GROWTH,PROTECT_AND_MONITOR,41.0,1.0,0.0244,6.37,2.92,27,low
102192,client_65de48885f4ef01b,content_b23928856d931791,57.46,declining,0.47,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,329.0,3.0,0.0091,8.23,7.72,66,med
102193,client_861cdcccf8049915,content_49a7c5f4ee97f1a4,57.46,declining,0.5,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,223.0,2.0,0.009,23.28,18.16,46,med
102194,client_3197e6291363b4db,content_70f260460eb436d5,57.46,worth_review,0.6633333333333333,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,155.0,1.0,0.0065,5.24,2.86,47,med
102195,client_ff644d8251367cbb,content_aaad9c5de19df7db,57.46,declining,0.5433333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,123.0,1.0,0.0081,60.34,20.4,13,med
102196,client_65de48885f4ef01b,content_fcd20791533e54d4,57.46,declining,0.55,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,112.0,1.0,0.0089,5.52,2.49,43,med
102197,client_861cdcccf8049915,content_b553d822c864aedf,57.45,growing,0.49333333333333335,PREDICTED_GROWTH,PROTECT_AND_MONITOR,830.0,1.0,0.0012,9.43,9.1,57,high
102198,client_861cdcccf8049915,content_603e54f4106230fa,57.45,growing,0.5533333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,382.0,2.0,0.0052,5.02,3.92,49,med
102199,client_2e65897d94f60220,content_b004c72c30e24006,57.45,worth_review,0.6033333333333334,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,341.0,1.0,0.0029,7.53,2.72,54,med
102200,client_73cda7b4e4f265ea,content_05c5548f5ba81228,57.45,worth_review,0.7066666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,83.0,1.0,0.012,6.92,7.5,40,med
102201,client_23a62021009f63c4,content_366a0d8e210db31a,57.44,worth_review,0.71,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,79.0,1.0,0.0127,20.4,22.85,34,med
102202,client_65de48885f4ef01b,content_24b82f7e3765c168,57.44,declining,0.5833333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,68.0,1.0,0.0147,8.16,5.67,29,med
102203,client_08a6a72ff48e62c0,content_efa2d3e77f68f3a7,57.44,growing,0.74,PREDICTED_GROWTH,PROTECT_AND_MONITOR,24.0,1.0,0.0417,13.92,9.04,15,low
102204,client_65de48885f4ef01b,content_72631f05a0f27716,57.43,declining,0.48333333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,276.0,1.0,0.0036,10.51,6.5,52,med
102205,client_def0955f7a377868,content_9eff974d1661c153,57.43,growing,0.6766666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,70.0,1.0,0.0143,8.4,5.2,34,med
102206,client_3ffa76342f366962,content_a6a53cc663a35c5a,57.43,growing,0.7333333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,27.0,5.0,0.1852,4.26,2.83,19,low
102207,client_861cdcccf8049915,content_1d8c3a76b7d42497,57.42,growing,0.5533333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,380.0,1.0,0.0026,23.12,10.53,23,med
102208,client_65de48885f4ef01b,content_c6dc5fc4e865d771,57.42,declining,0.47333333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,313.0,2.0,0.0064,23.98,17.65,85,med
102209,client_a2eeb8899886adde,content_c8448a905723c069,57.41,declining,0.5,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,220.0,5.0,0.0227,6.19,2.11,46,med
102210,client_795153d5b7850ccf,content_8c6902927677d460,57.41,worth_review,0.68,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,121.0,1.0,0.0083,6.31,4.41,39,med
102211,client_cd12bcfd98942aa1,content_ce2b0167a81c4f5d,57.41,declining,0.58,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,71.0,1.0,0.0141,8.52,1.7,19,med
102212,client_e547b89c05043229,content_fe6a7d9f01e7898e,57.41,growing,0.7033333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,45.0,1.0,0.0222,14.21,14.27,23,med
102213,client_23a62021009f63c4,content_d29c2929279de70c,57.4,worth_review,0.7066666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,82.0,1.0,0.0122,4.89,7.12,42,med
102214,client_3197e6291363b4db,content_46f4ab6984542133,57.4,growing,0.67,PREDICTED_GROWTH,PROTECT_AND_MONITOR,77.0,1.0,0.013,13.13,11.71,40,med
102215,client_3197e6291363b4db,content_a724b5305f2be56f,57.4,worth_review,0.73,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,57.0,1.0,0.0175,8.31,7.4,29,med
102216,client_cd12bcfd98942aa1,content_50bd2e1a62edb099,57.4,declining,0.7333333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,4.0,1.0,0.25,6.83,1.89,3,low
102217,client_861cdcccf8049915,content_5bd5b9d482a04ef7,57.39,growing,0.62,PREDICTED_GROWTH,PROTECT_AND_MONITOR,158.0,1.0,0.0063,7.78,6.97,28,med
102218,client_65de48885f4ef01b,content_e3e91bace41ace25,57.38,growing,0.5133333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,628.0,1.0,0.0016,8.76,6.55,57,high
102219,client_861cdcccf8049915,content_a137155683cdc392,57.38,growing,0.52,PREDICTED_GROWTH,PROTECT_AND_MONITOR,575.0,1.0,0.0017,5.19,4.71,42,med
102220,client_73cda7b4e4f265ea,content_10e5975f8641c9be,57.38,worth_review,0.7233333333333334,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,63.0,1.0,0.0159,7.5,8.71,41,med
102221,client_861cdcccf8049915,content_d7466d9db538ec5f,57.37,growing,0.5233333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,549.0,5.0,0.0091,11.1,8.07,36,med
102222,client_861cdcccf8049915,content_61dd9a57466d63b2,57.37,growing,0.5433333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,426.0,2.0,0.0047,7.84,9.07,57,med
102223,client_08a6a72ff48e62c0,content_446653c1800d6afc,57.37,worth_review,0.64,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,208.0,2.0,0.0096,12.44,17.02,70,med
102224,client_73cda7b4e4f265ea,content_ad50ee1f694c59d3,57.37,worth_review,0.6866666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,109.0,1.0,0.0092,10.85,13.03,40,med
102225,client_3197e6291363b4db,content_a8a095a99b24c161,57.36,worth_review,0.72,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,66.0,1.0,0.0152,8.69,4.4,38,med
102226,client_861cdcccf8049915,content_8592c2dafa61385c,57.35,growing,0.57,PREDICTED_GROWTH,PROTECT_AND_MONITOR,304.0,2.0,0.0066,2.96,6.17,57,med
102227,client_861cdcccf8049915,content_bac28598af74e156,57.35,declining,0.4866666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,259.0,1.0,0.0039,8.81,4.15,38,med
102228,client_795153d5b7850ccf,content_0700a223786e8466,57.35,worth_review,0.64,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,207.0,2.0,0.0097,6.69,2.68,65,med
102229,client_ff644d8251367cbb,content_3cd9db0d75e2f9c3,57.34,growing,0.44333333333333336,PREDICTED_GROWTH,PROTECT_AND_MONITOR,1634.0,4.0,0.0024,10.01,3.47,87,high
102230,client_65de48885f4ef01b,content_5bf65e093a4b7489,57.34,declining,0.4066666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,718.0,3.0,0.0042,16.76,8.37,91,high
102231,client_73cda7b4e4f265ea,content_4180de0fb6e0569b,57.33,worth_review,0.6666666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,143.0,1.0,0.007,4.63,7.62,65,med
102232,client_62f4a7e64f5e0096,content_2a322aa605cf94a3,57.32,worth_review,0.5933333333333334,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,375.0,3.0,0.008,2.89,1.38,13,med
102233,client_861cdcccf8049915,content_a4c46f91cce254ed,57.32,growing,0.5566666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,356.0,2.0,0.0056,6.06,9.18,47,med
102234,client_861cdcccf8049915,content_67a0f575823cb003,57.32,declining,0.49,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,246.0,1.0,0.0041,17.23,16.58,47,med
102235,client_65de48885f4ef01b,content_fb94c94208682fdd,57.32,declining,0.54,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,124.0,2.0,0.0161,5.12,1.59,55,med
102236,client_861cdcccf8049915,content_2f9fa3502058e086,57.32,declining,0.56,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,94.0,1.0,0.0106,27.05,26.82,29,med
102237,client_08a6a72ff48e62c0,content_5ffa0d2ee79edc7e,57.32,growing,0.6866666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,58.0,1.0,0.0172,38.04,28.42,25,med
102238,client_3197e6291363b4db,content_d88a95fd39744bdf,57.32,growing,0.7333333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,26.0,1.0,0.0385,6.76,3.84,18,low
102239,client_23a62021009f63c4,content_a773335e748af82e,57.32,growing,0.7333333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,26.0,1.0,0.0385,7.51,6.06,6,low
102240,client_62f4a7e64f5e0096,content_1f5cb0998ecbf38d,57.31,growing,0.6833333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,61.0,1.0,0.0164,3.46,5.17,31,med
102241,client_08a6a72ff48e62c0,content_967f01c38074745a,57.31,growing,0.71,PREDICTED_GROWTH,PROTECT_AND_MONITOR,39.0,1.0,0.0256,6.38,3.98,21,low
102242,client_65de48885f4ef01b,content_ac157bb3bec33bb7,57.3,declining,0.49666666666666665,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,224.0,1.0,0.0045,7.52,2.63,70,med
102243,client_ff644d8251367cbb,content_3c1f5bb1dc608c02,57.3,declining,0.6866666666666666,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,10.0,1.0,0.1,20.0,15.97,10,low
102244,client_08a6a72ff48e62c0,content_358af91488167125,57.29,worth_review,0.6833333333333333,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,112.0,2.0,0.0179,21.12,20.17,39,med
102245,client_08a6a72ff48e62c0,content_8e2c27a04aad49d8,57.29,worth_review,0.7133333333333334,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,72.0,1.0,0.0139,23.17,22.99,35,med
102246,client_861cdcccf8049915,content_931087ebbd32ff05,57.29,declining,0.5833333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,65.0,1.0,0.0154,23.39,25.23,27,med
102247,client_861cdcccf8049915,content_297d3e3f2acefa4e,57.28,declining,0.54,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,123.0,2.0,0.0163,7.33,15.25,45,med
102248,client_e547b89c05043229,content_533559ecd7c0e2cc,57.28,worth_review,0.6933333333333334,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,97.0,1.0,0.0103,15.44,18.14,31,med
102249,client_3ffa76342f366962,content_dbc46bb9e6ed3790,57.28,growing,0.7266666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,29.0,1.0,0.0345,6.87,3.53,18,low
102250,client_3ffa76342f366962,content_4f1f9de39461a983,57.28,growing,0.7266666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,29.0,1.0,0.0345,5.67,4.43,17,low
102251,client_08a6a72ff48e62c0,content_0930eb47ef05a16d,57.27,growing,0.6633333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,82.0,1.0,0.0122,14.1,9.56,41,med
102252,client_08a6a72ff48e62c0,content_fc0a3ba54f4001e2,57.27,worth_review,0.7266666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,58.0,1.0,0.0172,9.3,13.49,35,med
102253,client_23a62021009f63c4,content_29615d2f48d33b92,57.26,worth_review,0.5866666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,402.0,4.0,0.01,5.36,8.66,61,med
102254,client_65de48885f4ef01b,content_d28876c21f82a28a,57.26,growing,0.6133333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,167.0,2.0,0.012,4.96,4.08,49,med
102255,client_08a6a72ff48e62c0,content_8d61214ddf84f322,57.26,growing,0.6666666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,78.0,1.0,0.0128,29.36,36.46,44,med
102256,client_23a62021009f63c4,content_899fc071e58f55f7,57.26,growing,0.6966666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,48.0,1.0,0.0208,5.9,5.65,17,med
102257,client_861cdcccf8049915,content_ebbde6bb368f9d6b,57.25,growing,0.5533333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,365.0,1.0,0.0027,5.83,6.36,57,med
102258,client_ff644d8251367cbb,content_64e393bccd3e8f34,57.25,declining,0.4633333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,341.0,1.0,0.0029,9.51,6.21,69,med
102259,client_cd12bcfd98942aa1,content_8f0e756e2fd0a455,57.25,growing,0.5633333333333334,PREDICTED_GROWTH,PROTECT_AND_MONITOR,323.0,1.0,0.0031,10.44,8.71,32,med
102260,client_ff644d8251367cbb,content_1703dde8b2af8833,57.25,declining,0.5333333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,134.0,1.0,0.0075,17.35,13.66,35,med
102261,client_73cda7b4e4f265ea,content_959510b286142d0f,57.25,worth_review,0.69,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,101.0,2.0,0.0198,17.72,25.11,49,med
102262,client_08a6a72ff48e62c0,content_68515db8f38ee2d1,57.25,worth_review,0.69,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,101.0,1.0,0.0099,8.63,6.91,46,med
102263,client_73cda7b4e4f265ea,content_4c82fff6a423b743,57.25,worth_review,0.74,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,46.0,1.0,0.0217,8.59,19.71,33,med
102264,client_3ffa76342f366962,content_5ec1d463d2638025,57.25,worth_review,0.88,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,3.0,1.0,0.3333,80.67,135.41,3,low
102265,client_3197e6291363b4db,content_2a5faace16e0bf44,57.24,worth_review,0.6933333333333334,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,96.0,1.0,0.0104,12.82,9.31,32,med
102266,client_cd12bcfd98942aa1,content_765ee9be631cd27f,57.24,declining,0.5833333333333334,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,64.0,3.0,0.0469,18.81,14.71,30,med
102267,client_65de48885f4ef01b,content_1b70941f82a2f4ec,57.24,declining,0.6133333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,39.0,1.0,0.0256,5.6,1.76,28,low
102268,client_65de48885f4ef01b,content_63a1348e8faac743,57.24,declining,0.6266666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,31.0,1.0,0.0323,6.18,2.64,19,low
102269,client_65de48885f4ef01b,content_6084a641e5fa6ab8,57.23,declining,0.5766666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,71.0,1.0,0.0141,44.72,30.96,32,med
102270,client_08a6a72ff48e62c0,content_65e993bbc858236b,57.22,worth_review,0.65,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,175.0,2.0,0.0114,9.33,10.36,67,med
102271,client_08a6a72ff48e62c0,content_f3fae2595b17c5d3,57.22,worth_review,0.7033333333333334,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,82.0,1.0,0.0122,42.59,35.49,20,med
102272,client_861cdcccf8049915,content_ca288cbb789da119,57.21,declining,0.45666666666666667,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,367.0,1.0,0.0027,34.02,15.45,45,med
102273,client_e547b89c05043229,content_cf70748efababf79,57.21,worth_review,0.7333333333333333,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,51.0,1.0,0.0196,10.9,23.1,28,med
102274,client_08a6a72ff48e62c0,content_4c99a701a07b9d94,57.21,worth_review,0.7333333333333333,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,51.0,1.0,0.0196,21.29,15.59,15,med
102275,client_73cda7b4e4f265ea,content_6e3d18eac6e46afd,57.2,worth_review,0.77,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,27.0,1.0,0.037,4.63,5.46,20,low
102276,client_3ffa76342f366962,content_9c5ba4978ee1da7b,57.2,growing,0.7333333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,25.0,3.0,0.12,2.51,2.86,16,low
102277,client_ff644d8251367cbb,content_c0581bb975a35ed7,57.19,growing,0.37333333333333335,HIGH_VOLUME_GROWTH,PROTECT_AND_MONITOR,5345.0,6.0,0.0011,6.96,1.45,92,high
102278,client_861cdcccf8049915,content_986414418bf2c6c2,57.19,growing,0.51,PREDICTED_GROWTH,PROTECT_AND_MONITOR,627.0,3.0,0.0048,12.07,9.2,57,high
102279,client_e547b89c05043229,content_65a0994451be9732,57.19,worth_review,0.6166666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,271.0,3.0,0.0111,11.96,10.44,45,med
102280,client_861cdcccf8049915,content_c4b5fcc6c11b71c8,57.19,declining,0.5033333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,200.0,1.0,0.005,26.21,11.8,22,med
102281,client_08a6a72ff48e62c0,content_dedd55e6cebfd33f,57.19,growing,0.6966666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,47.0,1.0,0.0213,15.89,14.25,15,med
102282,client_2e65897d94f60220,content_a9d54402657a7559,57.17,worth_review,0.6233333333333333,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,247.0,1.0,0.004,8.29,4.2,46,med
102283,client_65de48885f4ef01b,content_a590818571b5f841,57.16,declining,0.41,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,660.0,2.0,0.003,15.66,13.99,90,high
102284,client_861cdcccf8049915,content_c56c524a42db8b0c,57.16,growing,0.51,PREDICTED_GROWTH,PROTECT_AND_MONITOR,623.0,2.0,0.0032,24.45,8.56,30,high
102285,client_3ffa76342f366962,content_f3548228cab4d9be,57.16,worth_review,0.6566666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,158.0,6.0,0.038,5.21,1.95,37,med
102286,client_3197e6291363b4db,content_b9cfb6f4154c2279,57.16,worth_review,0.71,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,73.0,1.0,0.0137,5.32,2.81,40,med
102287,client_861cdcccf8049915,content_2ba485f11136aa58,57.15,growing,0.5066666666666667,PREDICTED_GROWTH,PROTECT_AND_MONITOR,648.0,2.0,0.0031,41.51,10.18,30,high
102288,client_08a6a72ff48e62c0,content_e8514014e80fe8eb,57.15,growing,0.7,PREDICTED_GROWTH,PROTECT_AND_MONITOR,44.0,1.0,0.0227,11.13,10.44,28,med
102289,client_73cda7b4e4f265ea,content_b9eccaf8a508d93f,57.14,worth_review,0.6466666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,179.0,1.0,0.0056,4.76,9.23,70,med
102290,client_62f4a7e64f5e0096,content_fc2a6a1d66b4e0b7,57.14,growing,0.71,PREDICTED_GROWTH,PROTECT_AND_MONITOR,37.0,1.0,0.027,9.12,14.79,20,low
102291,client_65de48885f4ef01b,content_a4452126094991a3,57.14,declining,0.6633333333333333,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,15.0,1.0,0.0667,3.07,2.69,10,low
102292,client_08a6a72ff48e62c0,content_3d16870b29cb4729,57.13,worth_review,0.72,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,62.0,1.0,0.0161,8.18,11.33,23,med
102293,client_ff644d8251367cbb,content_44cc02effc8d0df6,57.11,declining,0.44333333333333336,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,425.0,2.0,0.0047,57.57,27.69,83,med
102294,client_73cda7b4e4f265ea,content_c0da180e9c3af78a,57.11,worth_review,0.67,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,129.0,1.0,0.0078,8.33,11.95,56,med
102295,client_ff644d8251367cbb,content_2d180ed8fa849c32,57.1,declining,0.52,PREDICTED_DECLINE,REVIEW_AND_IMPROVE,156.0,1.0,0.0064,15.34,19.55,64,med
102296,client_62f4a7e64f5e0096,content_c49751dc06049157,57.1,growing,0.6566666666666666,PREDICTED_GROWTH,PROTECT_AND_MONITOR,87.0,1.0,0.0115,9.09,14.48,48,med
102297,client_3ffa76342f366962,content_ba367d4a53ac36fb,57.09,worth_review,0.63,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,222.0,7.0,0.0315,4.86,2.18,55,med
102298,client_3197e6291363b4db,content_01cdf71a472f1dbe,57.09,worth_review,0.64,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,194.0,1.0,0.0052,8.39,3.61,40,med
102299,client_65de48885f4ef01b,content_8d532095e07ba22e,57.09,growing,0.6,PREDICTED_GROWTH,PROTECT_AND_MONITOR,192.0,1.0,0.0052,6.37,4.67,30,med
102300,client_73cda7b4e4f265ea,content_7c7aed623b9864e0,57.09,worth_review,0.6633333333333333,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,141.0,2.0,0.0142,19.45,20.76,63,med
102301,client_08a6a72ff48e62c0,content_ce9b8f0eebb6cee1,57.09,growing,0.6433333333333333,PREDICTED_GROWTH,PROTECT_AND_MONITOR,105.0,2.0,0.019,25.88,29.6,56,med
102302,client_3ffa76342f366962,content_65539df2ab8f12d5,57.09,worth_review,0.7866666666666666,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,19.0,1.0,0.0526,5.25,3.17,16,low
102303,client_e547b89c05043229,content_5eab866664db4196,57.08,worth_review,0.5966666666666667,GENERAL_MANUAL_REVIEW,MANUAL_REVIEW,341.0,2.0,0.0059,8.48,12.96,41,med
